2021-06-16 17:07:45.745+0900 FINE t1 Executor.registerErrorHandler: Installing default uncaught exception handler
2021-06-16 17:07:45.863+0900 INFO t1 Indexer.parseOptions: Indexer options: [-W, /local2/mnt/opengrok/etc/configuration.xml, -s, /local2/mnt/opengrok/src, -d, /local2/mnt/opengrok/data, -c, /usr/local/bin/ctags, -U, https://automotive-linux:7070/source, QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1]
2021-06-16 17:07:45.940+0900 INFO t1 Indexer.main: Indexer version 1.5.11 (ecb835e51b5e71d0c9046b7924aec2d75cd5016b) running on Java 11.0.2
2021-06-16 17:07:45.944+0900 FINE t1 Executor.exec: Executing command [/usr/local/bin/ctags --version] in directory /local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts with environment: {PATH=/usr2/seonkim/.nvm/versions/node/v14.16.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/prj/qct/asw/qctss/linux/bin/:/prj/qct/asw/qctss/linux/bin, XDG_DATA_DIRS=/usr/local/share:/usr/share:/var/lib/snapd/desktop, JAVA_HOME=/usr/lib/jvm/java-11-openjdk-amd64/, TERM=xterm, LANG=en_US.UTF-8, XDG_SESSION_ID=2327, PS1=${debian_chroot:+($debian_chroot)}\u@\h:\w\$ , P4CONFIG=.p4config, DISPLAY=localhost:12.0, MAIL=/var/mail/seonkim, LOGNAME=seonkim, PWD=/local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts, _=/usr/bin/java, LANGUAGE=en_US:, OPENGROK_TOMCAT_BASE=/usr/local/tomcat, NVM_CD_FLAGS=, P4PORT=qctp401:1666, NVM_DIR=/usr2/seonkim/.nvm, SHELL=/bin/bash, P4USER=seonkim, SSH_TTY=/dev/pts/9, SSH_CLIENT=10.240.65.175 60940 22, CATALINA_HOME=/usr/local/tomcat, OLDPWD=/local2/mnt/qct_auto_programs/opengrok_auto_upload, USER=seonkim, CLASS_PATH=/usr/lib/jvm/java-11-openjdk-amd64//lib:, SSH_CONNECTION=10.240.65.175 60940 10.240.65.34 22, QT_QPA_PLATFORMTHEME=appmenu-qt5, PYTHONHTTPSVERIFY=0, XDG_RUNTIME_DIR=/run/user/3835720, NVM_BIN=/usr2/seonkim/.nvm/versions/node/v14.16.1/bin, HOME=/usr2/seonkim, SHLVL=1}
2021-06-16 17:07:45.968+0900 FINE t1 Statistics.logIt: Finished command [/usr/local/bin/ctags --version] in directory /local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts with exit code 0 (took 19 ms)
2021-06-16 17:07:45.969+0900 FINE t1 Executor.exec: Finished command [/usr/local/bin/ctags --version] in directory /local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts with exit code 0
2021-06-16 17:07:45.970+0900 INFO t1 CtagsUtil.validate: Using ctags: Universal Ctags 5.9.0(2bb81c8), Copyright (C) 2015 Universal Ctags Team
Universal Ctags is derived from Exuberant Ctags.
Exuberant Ctags 5.8, Copyright (C) 1996-2009 Darren Hiebert
  Compiled: May 17 2021, 14:12:56
  URL: https://ctags.io/
  Optional compiled features: +wildcards, +regex, +iconv, +option-directory, +packcc, +optscript
2021-06-16 17:07:45.971+0900 FINE t1 Executor.exec: Executing command [/usr/local/bin/ctags --list-languages] in directory /local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts with environment: {PATH=/usr2/seonkim/.nvm/versions/node/v14.16.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/prj/qct/asw/qctss/linux/bin/:/prj/qct/asw/qctss/linux/bin, XDG_DATA_DIRS=/usr/local/share:/usr/share:/var/lib/snapd/desktop, JAVA_HOME=/usr/lib/jvm/java-11-openjdk-amd64/, TERM=xterm, LANG=en_US.UTF-8, XDG_SESSION_ID=2327, PS1=${debian_chroot:+($debian_chroot)}\u@\h:\w\$ , P4CONFIG=.p4config, DISPLAY=localhost:12.0, MAIL=/var/mail/seonkim, LOGNAME=seonkim, PWD=/local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts, _=/usr/bin/java, LANGUAGE=en_US:, OPENGROK_TOMCAT_BASE=/usr/local/tomcat, NVM_CD_FLAGS=, P4PORT=qctp401:1666, NVM_DIR=/usr2/seonkim/.nvm, SHELL=/bin/bash, P4USER=seonkim, SSH_TTY=/dev/pts/9, SSH_CLIENT=10.240.65.175 60940 22, CATALINA_HOME=/usr/local/tomcat, OLDPWD=/local2/mnt/qct_auto_programs/opengrok_auto_upload, USER=seonkim, CLASS_PATH=/usr/lib/jvm/java-11-openjdk-amd64//lib:, SSH_CONNECTION=10.240.65.175 60940 10.240.65.34 22, QT_QPA_PLATFORMTHEME=appmenu-qt5, PYTHONHTTPSVERIFY=0, XDG_RUNTIME_DIR=/run/user/3835720, NVM_BIN=/usr2/seonkim/.nvm/versions/node/v14.16.1/bin, HOME=/usr2/seonkim, SHLVL=1}
2021-06-16 17:07:45.974+0900 FINE t1 Statistics.logIt: Finished command [/usr/local/bin/ctags --list-languages] in directory /local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts with exit code 0 (took 2 ms)
2021-06-16 17:07:45.975+0900 FINE t1 Executor.exec: Finished command [/usr/local/bin/ctags --list-languages] in directory /local2/mnt/qct_auto_programs/opengrok_auto_upload/service_scripts with exit code 0
2021-06-16 17:07:45.977+0900 INFO t1 Indexer.prepareIndexer: Generating history cache for all repositories ...
2021-06-16 17:07:45.981+0900 INFO t1 HistoryGuru.createCacheReal: Creating historycache for 0 repositories
2021-06-16 17:07:45.982+0900 INFO t1 Statistics.logIt: Done history cache for all repositories (took 4 ms)
2021-06-16 17:07:45.983+0900 INFO t1 Indexer.prepareIndexer: Done...
2021-06-16 17:07:45.984+0900 INFO t1 Indexer.doIndexerExecution: Starting indexing
2021-06-16 17:07:46.135+0900 INFO t1 Indexer.doIndexerExecution: Waiting for the executors to finish
2021-06-16 17:07:46.961+0900 INFO t18 IndexDatabase.update: Starting traversal of directory /QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1
2021-06-16 17:07:46.974+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/.p4config
2021-06-16 17:07:46.975+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/.p4config
2021-06-16 17:07:47.569+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/bsp/core/resources/thermalmgr_drv/cscope.out
2021-06-16 17:07:47.572+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/bsp/core/services/diag/diag_dcm/aarch64/so-le/Makefile~
2021-06-16 17:07:47.580+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/bsp/core/services/diag/diag_lsm/aarch64/so-le/Makefile~
2021-06-16 17:07:47.584+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/bsp/core/services/diag/diag_ondevice/aarch64/so-le/Makefile~
2021-06-16 17:07:47.587+0900 FINER t18 PathAccepter.accept: ignoring /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/bsp/core/services/diag/diag_osal/aarch64/so-le/Makefile~
2021-06-16 17:07:48.050+0900 FINEST t18 IndexDatabase.acceptSymlink: Local /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/bin/arm-eabi-ar has symlink from /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/arm-eabi/bin/ar
2021-06-16 17:07:48.051+0900 FINEST t18 IndexDatabase.acceptSymlink: Local /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/bin/arm-eabi-as has symlink from /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/arm-eabi/bin/as
2021-06-16 17:07:48.052+0900 FINEST t18 IndexDatabase.acceptSymlink: Local /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/bin/arm-eabi-g++ has symlink from /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/arm-eabi/bin/c++
2021-06-16 17:07:48.053+0900 FINEST t18 IndexDatabase.acceptSymlink: Local /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/bin/arm-eabi-g++ has symlink from /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/arm-eabi/bin/g++
2021-06-16 17:07:48.054+0900 FINEST t18 IndexDatabase.acceptSymlink: Local /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/bin/arm-eabi-gcc has symlink from /local2/mnt/opengrok/src/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/QXA.QA.3.0.c2-00396-APQ8996.NTO.700-1/qnx_ap/AMSS/platform/abl-lk/prebuilts/gcc/darwin-x86/arm/arm-eabi-4.8/arm-eabi/bin/gcc
